EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,HourlyRate,NumCompaniesWorked,Over18,OverTime,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager
VK12210,36,36-45,No,Travel_Rarely,172,Operations,4,4,Life Sciences,1,1435,1,Male,2,2,Laboratory Technician,4,Single,"₹ 62,813",6-10 LPA,392.58,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
VK12370,36,36-45,No,Travel_Rarely,329,Marketing,16,4,Marketing,1,1436,3,Female,2,2,Sales Executive,1,Married,"₹ 28,712",3-6 LPA,179.45,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
VK12790,36,36-45,No,Travel_Rarely,1157,Marketing,2,4,Life Sciences,1,1556,3,Male,3,1,Sales Representative,4,Single,"₹ 9,415",0-3 LPA,58.84,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
VK13160,36,36-45,No,Travel_Rarely,884,Marketing,1,4,Life Sciences,1,1585,2,Female,3,2,Sales Executive,3,Single,"₹ 63,292",6-10 LPA,395.58,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
VK13410,36,36-45,No,Travel-Frequently,1302,Operations,6,4,Life Sciences,1,1594,1,Male,4,2,Laboratory Technician,1,Married,"₹ 24,833",0-3 LPA,155.21,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
VK13480,36,36-45,No,Travel_Rarely,559,Operations,12,4,Life Sciences,1,1614,3,Female,3,2,Manufacturing Director,3,Married,"₹ 5,158",0-3 LPA,32.24,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
VK13560,36,36-45,No,Travel_Rarely,711,Operations,5,4,Life Sciences,1,1651,2,Female,3,3,Healthcare Representative,1,Married,"₹ 63,680",6-10 LPA,398,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
VK13840,36,36-45,No,Travel_Rarely,311,Operations,7,3,Life Sciences,1,1659,1,Male,3,1,Laboratory Technician,2,Single,"₹ 21,309",0-3 LPA,133.18,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
VK14400,36,36-45,No,Non-Travel,894,Operations,1,4,Medical,1,1662,4,Female,2,2,Manufacturing Director,3,Married,"₹ 7,970",0-3 LPA,49.81,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
VK14410,36,36-45,No,Travel_Rarely,1040,Operations,3,2,Life Sciences,1,1664,4,Male,4,2,Healthcare Representative,1,Single,"₹ 73,474",6-10 LPA,459.21,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
VK14480,36,36-45,No,Travel_Rarely,1351,Operations,26,4,Life Sciences,1,1682,1,Male,3,2,Healthcare Representative,3,Married,"₹ 87,704",10+ LPA,548.15,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
VK14540,36,36-45,No,Travel_Rarely,530,Marketing,2,4,Life Sciences,1,1710,3,Female,3,2,Sales Representative,4,Single,"₹ 47,540",3-6 LPA,297.12,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
VK14660,36,36-45,Yes,Travel_Rarely,1456,Marketing,13,5,Marketing,1,1733,2,Male,2,2,Sales Executive,1,Single,"₹ 21,384",0-3 LPA,133.65,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
VK0030,36,36-45,No,Travel_Rarely,1383,Operations,10,3,Life Sciences,1,1790,4,Male,3,3,Healthcare Representative,1,Married,"₹ 19,017",0-3 LPA,118.86,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7
VK0480,36,36-45,No,Travel_Rarely,430,Operations,2,4,Other,1,1847,4,Female,3,2,Research Scientist,2,Married,"₹ 76,880",6-10 LPA,480.5,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0
VK0600,36,36-45,No,Travel_Rarely,1266,Marketing,10,4,Technical Degree,1,1880,2,Female,2,2,Sales Executive,3,Married,"₹ 9,702",0-3 LPA,60.64,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
VK0790,36,36-45,No,Travel-Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,2,2,Human Resources,4,Single,"₹ 1,384",0-3 LPA,8.65,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
VK1010,36,36-45,No,Travel_Rarely,335,Marketing,17,2,Marketing,1,1908,3,Male,2,2,Sales Executive,2,Married,"₹ 1,404",0-3 LPA,8.78,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
VK1050,36,36-45,No,Non-Travel,1351,Operations,9,4,Life Sciences,1,1949,1,Male,4,1,Laboratory Technician,2,Married,"₹ 41,943",3-6 LPA,262.14,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
VK1160,36,36-45,No,Travel_Rarely,557,Marketing,3,3,Medical,1,2024,1,Female,2,3,Sales Executive,4,Married,"₹ 48,926",3-6 LPA,305.79,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
VK1960,36,36-45,No,Travel-Frequently,688,Operations,4,2,Life Sciences,1,2025,4,Female,3,2,Manufacturing Director,2,Single,"₹ 30,189",3-6 LPA,188.68,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
VK2230,36,36-45,No,Non-Travel,301,Marketing,15,4,Marketing,1,2036,4,Male,1,2,Sales Executive,4,Single,"₹ 13,763",0-3 LPA,86.02,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
VK2270,36,36-45,No,Travel_Rarely,1120,Marketing,11,4,Marketing,1,2045,2,Female,2,2,Sales Executive,4,Married,"₹ 19,384",0-3 LPA,121.15,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
VK2490,36,36-45,No,Travel-Frequently,884,Operations,23,2,Medical,1,2061,3,Male,4,2,Laboratory Technician,4,Married,"₹ 61,100",6-10 LPA,381.88,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
VK2510,36,36-45,No,Travel-Frequently,884,Operations,23,2,Medical,1,2061,3,Male,4,2,Laboratory Technician,4,Married,"₹ 99,142",10+ LPA,619.64,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,2
VK2740,37,36-45,Yes,Travel_Rarely,1373,Operations,2,2,Other,1,4,4,Male,2,1,Laboratory Technician,3,Single,"₹ 10,860",0-3 LPA,67.88,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
VK2760,37,36-45,No,Travel_Rarely,408,Operations,19,2,Life Sciences,1,61,2,Male,3,1,Research Scientist,2,Married,"₹ 81,642",6-10 LPA,510.26,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
VK2860,37,36-45,No,Travel_Rarely,1115,Operations,1,4,Life Sciences,1,77,1,Male,2,2,Manufacturing Director,3,Married,"₹ 51,612",6-10 LPA,322.58,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
VK2950,37,36-45,No,Travel_Rarely,397,Operations,7,4,Medical,1,102,1,Male,3,3,Research Director,3,Single,"₹ 24,574",0-3 LPA,153.59,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
VK3410,37,36-45,Yes,Travel_Rarely,807,Finance,6,4,Human Resources,1,133,3,Male,3,1,Human Resources,1,Married,"₹ 24,524",0-3 LPA,153.28,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
VK3540,37,36-45,No,Non-Travel,1040,Operations,2,2,Life Sciences,1,139,3,Male,2,2,Healthcare Representative,4,Single,"₹ 70,172",6-10 LPA,438.58,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
VK3650,37,36-45,No,Travel_Rarely,1189,Marketing,3,3,Life Sciences,1,152,3,Male,3,3,Sales Executive,4,Single,"₹ 11,916",0-3 LPA,74.47,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
VK3870,37,36-45,No,Travel_Rarely,290,Operations,21,3,Life Sciences,1,267,2,Male,4,1,Research Scientist,1,Married,"₹ 5,809",0-3 LPA,36.31,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
VK3900,37,36-45,No,Travel-Frequently,663,Operations,11,3,Other,1,306,2,Male,3,3,Research Director,4,Single,"₹ 33,201",3-6 LPA,207.51,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
VK3990,37,36-45,No,Travel-Frequently,319,Marketing,4,4,Marketing,1,311,1,Male,3,1,Sales Representative,4,Single,"₹ 54,330",6-10 LPA,339.56,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
VK4650,37,36-45,No,Travel_Rarely,1017,Operations,1,2,Medical,1,340,3,Female,2,1,Research Scientist,1,Married,"₹ 14,456",0-3 LPA,90.35,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,
VK4680,37,36-45,Yes,Travel-Frequently,504,Operations,10,3,Medical,1,342,1,Male,3,3,Manufacturing Director,3,Single,"₹ 57,397",6-10 LPA,358.73,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,
VK4730,37,36-45,No,Travel_Rarely,228,Marketing,6,4,Medical,1,378,3,Male,3,2,Sales Executive,4,Married,"₹ 39,765",3-6 LPA,248.53,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
VK4870,37,36-45,No,Non-Travel,728,Operations,1,4,Medical,1,380,1,Female,3,3,Research Director,4,Single,"₹ 35,816",3-6 LPA,223.85,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
VK5070,37,36-45,No,Travel_Rarely,1372,Operations,1,3,Life Sciences,1,391,4,Female,3,1,Research Scientist,4,Single,"₹ 46,106",3-6 LPA,288.16,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
VK5230,37,36-45,No,Travel-Frequently,889,Operations,9,3,Medical,1,403,2,Male,3,1,Research Scientist,4,Married,"₹ 54,932",6-10 LPA,343.32,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
VK5780,37,36-45,No,Travel_Rarely,1192,Operations,5,2,Medical,1,460,4,Male,3,2,Manufacturing Director,4,Married,"₹ 18,100",0-3 LPA,113.12,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
VK6290,37,36-45,No,Travel_Rarely,1319,Operations,6,3,Medical,1,474,3,Male,4,2,Research Scientist,1,Married,"₹ 58,091",6-10 LPA,363.07,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
VK6490,37,36-45,No,Travel_Rarely,921,Operations,10,3,Medical,1,486,3,Female,3,1,Laboratory Technician,1,Married,"₹ 22,949",0-3 LPA,143.43,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
VK6530,37,36-45,No,Travel_Rarely,1107,Operations,14,3,Life Sciences,1,515,4,Female,3,1,Laboratory Technician,1,Married,"₹ 71,080",6-10 LPA,444.25,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
VK6960,37,36-45,No,Travel_Rarely,1305,Operations,10,4,Life Sciences,1,518,3,Male,3,2,Manufacturing Director,2,Single,"₹ 38,744",3-6 LPA,242.15,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
VK7450,37,36-45,No,Non-Travel,1063,Operations,25,5,Medical,1,529,2,Female,3,2,Research Scientist,3,Married,"₹ 46,543",3-6 LPA,290.89,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
VK7680,37,36-45,No,Travel_Rarely,799,Operations,1,3,Technical Degree,1,623,2,Female,3,3,Manufacturing Director,4,Single,"₹ 93,193",10+ LPA,582.46,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
VK7960,37,36-45,No,Non-Travel,142,Marketing,9,4,Medical,1,626,1,Male,3,3,Sales Executive,2,Single,"₹ 37,187",3-6 LPA,232.42,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
VK8330,37,36-45,No,Travel_Rarely,446,Operations,1,4,Life Sciences,1,635,2,Female,3,2,Manufacturing Director,2,Married,"₹ 8,239",0-3 LPA,51.49,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
VK8560,37,36-45,No,Travel_Rarely,558,Marketing,2,3,Marketing,1,656,4,Male,3,2,Sales Executive,3,Married,"₹ 15,489",0-3 LPA,96.81,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
VK9900,37,36-45,No,Travel_Rarely,482,Operations,3,3,Other,1,689,3,Male,3,3,Manufacturing Director,3,Married,"₹ 59,017",6-10 LPA,368.86,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
VK10020,37,36-45,No,Travel_Rarely,1225,Operations,10,2,Life Sciences,1,715,4,Male,4,1,Research Scientist,4,Single,"₹ 62,877",6-10 LPA,392.98,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
VK10230,37,36-45,No,Travel_Rarely,571,Operations,10,1,Life Sciences,1,802,4,Female,3,1,Research Scientist,1,Married,"₹ 44,125",3-6 LPA,275.78,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
VK10900,37,36-45,No,Travel_Rarely,342,Marketing,16,4,Marketing,1,868,4,Male,2,2,Sales Executive,3,Married,"₹ 50,922",6-10 LPA,318.26,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
VK11590,37,36-45,No,Travel-Frequently,1231,Marketing,21,2,Medical,1,900,3,Female,3,1,Sales Representative,4,Married,"₹ 95,074",10+ LPA,594.21,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0
VK11640,37,36-45,No,Non-Travel,1252,Marketing,19,2,Medical,1,904,1,Male,3,3,Sales Executive,2,Single,"₹ 33,049",3-6 LPA,206.56,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
VK12120,37,36-45,Yes,Travel_Rarely,625,Marketing,1,4,Life Sciences,1,970,1,Male,2,3,Sales Executive,3,Married,"₹ 38,131",3-6 LPA,238.32,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
VK12770,37,36-45,Yes,Travel_Rarely,1141,Operations,11,2,Medical,1,1033,1,Female,1,2,Healthcare Representative,2,Married,"₹ 43,944",3-6 LPA,274.65,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
VK12810,37,36-45,No,Travel_Rarely,124,Operations,3,3,Other,1,1062,4,Female,3,2,Healthcare Representative,2,Single,"₹ 74,963",6-10 LPA,468.52,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
VK12920,37,36-45,No,Travel_Rarely,309,Marketing,10,4,Life Sciences,1,1105,4,Female,2,2,Sales Executive,4,Married,"₹ 25,285",3-6 LPA,158.03,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
VK13450,37,36-45,No,Travel_Rarely,367,Operations,25,2,Medical,1,1161,3,Female,2,2,Healthcare Representative,4,Married,"₹ 38,626",3-6 LPA,241.41,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
VK14330,37,36-45,No,Travel_Rarely,977,Operations,1,3,Life Sciences,1,1196,4,Female,2,2,Manufacturing Director,4,Married,"₹ 43,808",3-6 LPA,273.8,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11
VK0090,37,36-45,No,Travel_Rarely,1439,Operations,4,1,Life Sciences,1,1394,3,Male,3,1,Research Scientist,3,Married,"₹ 89,464",10+ LPA,559.15,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
VK0200,37,36-45,No,Travel_Rarely,1462,Operations,11,3,Medical,1,1411,1,Female,3,1,Laboratory Technician,3,Single,"₹ 54,871",6-10 LPA,342.94,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
VK0620,37,36-45,No,Non-Travel,1413,Operations,5,2,Technical Degree,1,1440,3,Male,4,1,Laboratory Technician,3,Single,"₹ 20,198",0-3 LPA,126.24,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
VK0840,37,36-45,No,Travel_Rarely,674,Operations,13,3,Medical,1,1543,1,Male,3,2,Research Scientist,4,Married,"₹ 20,758",0-3 LPA,129.74,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7
VK1430,37,36-45,No,Travel_Rarely,671,Operations,19,3,Life Sciences,1,1631,3,Male,3,2,Manufacturing Director,3,Married,"₹ 16,254",0-3 LPA,101.59,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
VK1690,37,36-45,No,Travel_Rarely,1470,Operations,10,3,Medical,1,1640,2,Female,3,1,Research Scientist,2,Married,"₹ 45,238",3-6 LPA,282.74,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
VK1800,37,36-45,No,Travel-Frequently,1278,Marketing,1,4,Medical,1,1700,3,Male,1,2,Sales Executive,4,Single,"₹ 2,252",0-3 LPA,14.08,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
VK1990,37,36-45,No,Travel_Rarely,589,Marketing,9,2,Marketing,1,1787,2,Male,2,2,Sales Executive,2,Married,"₹ 40,764",3-6 LPA,254.78,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3
VK2000,37,36-45,No,Travel_Rarely,1239,Finance,8,2,Other,1,1794,3,Male,3,2,Human Resources,2,Married,"₹ 78,709",6-10 LPA,491.93,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7
VK2050,37,36-45,Yes,Travel_Rarely,370,Operations,10,4,Medical,1,1809,4,Male,3,2,Manufacturing Director,1,Single,"₹ 38,441",3-6 LPA,240.26,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
VK2240,37,36-45,No,Travel_Rarely,783,Operations,7,4,Medical,1,1885,4,Male,3,2,Research Scientist,1,Married,"₹ 93,234",10+ LPA,582.71,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
VK2620,37,36-45,No,Travel_Rarely,161,Operations,10,3,Life Sciences,1,2017,3,Female,4,3,Research Director,4,Married,"₹ 54,682",6-10 LPA,341.76,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
VK2780,38,36-45,No,Travel-Frequently,216,Operations,23,3,Life Sciences,1,12,4,Male,2,3,Manufacturing Director,3,Single,"₹ 60,494",6-10 LPA,378.09,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,
VK2880,38,36-45,No,Travel_Rarely,371,Operations,2,3,Life Sciences,1,24,4,Male,3,1,Research Scientist,4,Single,"₹ 82,317",6-10 LPA,514.48,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
VK3080,38,36-45,No,Travel-Frequently,653,Operations,29,5,Life Sciences,1,79,4,Female,3,2,Laboratory Technician,4,Single,"₹ 66,215",6-10 LPA,413.84,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
VK3420,38,36-45,No,Non-Travel,573,Operations,6,3,Medical,1,107,2,Female,1,2,Research Scientist,4,Single,"₹ 79,587",6-10 LPA,497.42,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
VK4170,38,36-45,No,Travel_Rarely,364,Operations,3,5,Technical Degree,1,193,4,Female,3,2,Research Scientist,3,Single,"₹ 7,949",0-3 LPA,49.68,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,
VK4720,38,36-45,No,Travel_Rarely,702,Marketing,1,4,Life Sciences,1,230,1,Female,2,2,Sales Executive,4,Single,"₹ 56,393",6-10 LPA,352.46,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
VK4910,38,36-45,No,Travel_Rarely,1380,Operations,9,2,Life Sciences,1,245,3,Female,3,1,Laboratory Technician,4,Single,"₹ 74,553",6-10 LPA,465.96,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
VK5190,38,36-45,No,Travel_Rarely,1261,Operations,2,4,Life Sciences,1,271,4,Male,3,2,Manufacturing Director,3,Married,"₹ 7,941",0-3 LPA,49.63,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
VK5300,38,36-45,No,Travel_Rarely,1084,Operations,29,3,Technical Degree,1,273,4,Male,3,2,Manufacturing Director,4,Married,"₹ 26,934",3-6 LPA,168.34,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
VK5430,38,36-45,Yes,Travel_Rarely,1180,Operations,29,1,Medical,1,282,2,Male,3,2,Healthcare Representative,1,Married,"₹ 24,386",0-3 LPA,152.41,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
VK5600,38,36-45,No,Travel_Rarely,119,IT,3,3,Life Sciences,1,307,1,Male,3,3,Sales Executive,3,Married,"₹ 62,886",6-10 LPA,393.04,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
VK5790,38,36-45,No,Non-Travel,1327,IT,2,2,Life Sciences,1,361,4,Male,2,2,Sales Executive,4,Married,"₹ 76,745",6-10 LPA,479.66,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
VK6060,38,36-45,No,Travel_Rarely,322,IT,7,2,Medical,1,382,1,Female,4,2,Sales Executive,1,Married,"₹ 84,251",10+ LPA,526.57,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
VK6430,38,36-45,No,Travel_Rarely,688,Operations,23,4,Life Sciences,1,393,4,Male,3,2,Healthcare Representative,4,Married,"₹ 95,456",10+ LPA,596.6,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
VK6820,38,36-45,No,Travel_Rarely,849,Operations,25,2,Life Sciences,1,421,1,Female,2,3,Research Director,2,Married,"₹ 54,413",6-10 LPA,340.08,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
VK7040,38,36-45,No,Travel_Rarely,343,Operations,15,2,Life Sciences,1,461,3,Male,2,3,Research Director,4,Married,"₹ 57,800",6-10 LPA,361.25,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
VK7230,38,36-45,No,Travel-Frequently,1490,Operations,2,2,Life Sciences,1,556,4,Male,3,1,Laboratory Technician,4,Married,"₹ 98,239",10+ LPA,613.99,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
VK7480,38,36-45,No,Travel_Rarely,1495,Operations,10,3,Medical,1,634,3,Female,3,2,Healthcare Representative,3,Married,"₹ 43,318",3-6 LPA,270.74,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
VK7660,38,36-45,No,Travel_Rarely,362,Operations,1,1,Life Sciences,1,662,3,Female,3,1,Research Scientist,1,Single,"₹ 71,173",6-10 LPA,444.83,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
VK7850,38,36-45,No,Travel_Rarely,243,IT,7,4,Marketing,1,709,4,Female,2,2,Sales Executive,4,Single,"₹ 71,390",6-10 LPA,446.19,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
VK8080,38,36-45,No,Travel_Rarely,827,Operations,1,4,Life Sciences,1,724,2,Female,4,2,Healthcare Representative,4,Single,"₹ 53,329",6-10 LPA,333.31,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
VK8120,38,36-45,No,Travel_Rarely,168,Operations,1,3,Life Sciences,1,743,3,Female,3,3,Manufacturing Director,3,Single,"₹ 44,088",3-6 LPA,275.55,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
VK8270,38,36-45,No,Travel_Rarely,268,Operations,2,5,Medical,1,773,4,Male,3,1,Research Scientist,3,Married,"₹ 40,811",3-6 LPA,255.07,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
VK9640,38,36-45,No,Travel-Frequently,240,Operations,2,4,Life Sciences,1,803,1,Female,4,2,Manufacturing Director,1,Single,"₹ 56,479",6-10 LPA,352.99,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12
VK9830,38,36-45,No,Travel-Frequently,471,Operations,12,3,Life Sciences,1,837,1,Male,2,2,Healthcare Representative,1,Single,"₹ 86,392",10+ LPA,539.95,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
VK11080,38,36-45,No,Travel_Rarely,395,IT,9,3,Marketing,1,893,2,Male,2,1,Sales Representative,2,Married,"₹ 88,369",10+ LPA,552.31,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
VK11130,38,36-45,No,Travel_Rarely,1333,Operations,1,3,Technical Degree,1,950,4,Female,3,3,Research Director,1,Married,"₹ 20,963",0-3 LPA,131.02,1,Y,No,13,3,2,80,1,15,3,3,15,12,5,11
VK11200,38,36-45,No,Non-Travel,152,IT,10,3,Technical Degree,1,983,3,Female,3,2,Sales Executive,4,Single,"₹ 56,123",6-10 LPA,350.77,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
VK11210,38,36-45,No,Travel-Frequently,1391,Operations,10,1,Medical,1,1006,3,Male,3,1,Research Scientist,3,Married,"₹ 93,705",10+ LPA,585.66,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
VK11620,38,36-45,No,Travel_Rarely,1035,IT,3,4,Life Sciences,1,1036,2,Male,3,2,Sales Executive,4,Single,"₹ 74,477",6-10 LPA,465.48,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
VK11880,38,36-45,No,Travel-Frequently,1186,Operations,3,4,Other,1,1060,3,Male,3,1,Research Scientist,3,Married,"₹ 15,388",0-3 LPA,96.18,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
VK11940,38,36-45,No,Travel_Rarely,330,Operations,17,1,Life Sciences,1,1088,3,Female,2,3,Healthcare Representative,3,Married,"₹ 6,569",0-3 LPA,41.06,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
VK12030,38,36-45,No,Travel_Rarely,770,IT,10,4,Marketing,1,1119,3,Male,2,3,Sales Executive,3,Married,"₹ 70,836",6-10 LPA,442.72,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
VK12570,38,36-45,No,Travel_Rarely,130,IT,2,2,Marketing,1,1125,4,Male,3,3,Sales Executive,2,Single,"₹ 37,586",3-6 LPA,234.91,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
VK12620,38,36-45,No,Travel_Rarely,433,Finance,1,3,Human Resources,1,1152,3,Male,4,1,Human Resources,3,Married,"₹ 13,015",0-3 LPA,81.34,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
VK12730,38,36-45,No,Travel_Rarely,1009,IT,2,2,Life Sciences,1,1355,2,Female,3,2,Sales Executive,1,Married,"₹ 46,002",3-6 LPA,287.51,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
VK12900,38,36-45,No,Travel-Frequently,693,Operations,7,3,Life Sciences,1,1382,4,Male,4,1,Research Scientist,3,Single,"₹ 7,254",0-3 LPA,45.34,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
VK13090,38,36-45,No,Travel-Frequently,888,Human Resources,10,4,Human Resources,1,1563,3,Male,3,2,Human Resources,3,Married,"₹ 18,144",0-3 LPA,113.4,3,Y,No,11,3,3,80,0,10,2,3,6,3,1,2
VK13740,38,36-45,Yes,Travel_Rarely,903,Operations,2,3,Medical,1,1573,3,Male,3,2,Manufacturing Director,2,Married,"₹ 25,214",3-6 LPA,157.59,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4
VK13770,38,36-45,No,Travel_Rarely,1245,IT,14,3,Life Sciences,1,1582,3,Male,3,2,Sales Executive,2,Married,"₹ 81,719",6-10 LPA,510.74,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
VK13920,38,36-45,No,Travel_Rarely,437,IT,16,3,Life Sciences,1,1583,2,Female,3,2,Sales Executive,2,Single,"₹ 72,774",6-10 LPA,454.84,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
VK14010,38,36-45,No,Travel_Rarely,397,Operations,2,2,Medical,1,1638,4,Female,2,3,Manufacturing Director,3,Married,"₹ 7,090",0-3 LPA,44.31,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
